,No_Die,Ox_Chamber,photo_soft_Chamber,lithography_Chamber,Etching_Chamber,Chamber_Num,Sum,Target
1284,NOLSM19119,3,1,2,2,2,31222,95
1285,NOLSM6632515663,3,1,2,3,3,31233,204
1286,NOLSM4201615420,3,1,2,3,3,31233,54
1287,NOLSM180718180,3,1,2,3,3,31233,200
1288,NOLSM4171612417,3,1,2,3,3,31233,97
1289,NOLSM6602512660,3,1,2,3,3,31233,228
1290,NOLSM4231618423,3,1,2,3,3,31233,48
1291,NOLSM6662518666,3,1,2,3,3,31233,198
1292,NOLSM177715177,3,1,2,3,3,31233,92
1293,NOLSM174712174,3,1,2,3,3,31233,92
1294,NOLSM466187,3,1,3,1,1,31311,15
1295,NOLSM3191222,3,1,3,1,1,31311,83
1296,NOLSM184722184,3,1,3,1,1,31311,101
1297,NOLSM6192325,3,1,3,1,1,31311,225
1298,NOLSM21993,3,1,3,1,1,31311,137
1299,NOLSM4271622427,3,1,3,1,1,31311,259
1300,NOLSM2681025,3,1,3,1,1,31311,52
1301,NOLSM17078,3,1,3,1,1,31311,180
1302,NOLSM187725187,3,1,3,1,1,31311,66
1303,NOLSM4241619424,3,1,3,1,1,31311,15
1304,NOLSM6672519667,3,1,3,1,1,31311,246
1305,NOLSM7182716,3,1,3,1,1,31311,51
1306,NOLSM4301625430,3,1,3,1,1,31311,57
1307,NOLSM11759,3,1,3,1,1,31311,117
1308,NOLSM181719181,3,1,3,1,1,31311,136
1309,NOLSM6702522670,3,1,3,1,1,31311,156
1310,NOLSM5672127,3,1,3,1,1,31311,117
1311,NOLSM6682520,3,1,3,1,1,31311,165
1312,NOLSM4191614,3,1,3,1,1,31311,96
1313,NOLSM517204,3,1,3,1,1,31311,45
1314,NOLSM69315,3,1,3,1,1,31311,193
1315,NOLSM20120,3,1,3,1,1,31311,92
1316,NOLSM3711420,3,1,3,1,1,31311,95
1317,NOLSM6732525673,3,1,3,1,1,31311,84
1318,NOLSM7692913,3,1,3,1,1,31311,15
1319,NOLSM818318,3,1,3,1,1,31311,48
1320,NOLSM6682520668,3,1,3,2,2,31322,165
1321,NOLSM188726188,3,1,3,2,2,31322,163
1322,NOLSM6742526674,3,1,3,2,2,31322,66
1323,NOLSM4251620425,3,1,3,2,2,31322,148
1324,NOLSM4281623428,3,1,3,2,2,31322,98
1325,NOLSM6712523671,3,1,3,2,2,31322,492
1326,NOLSM4311626431,3,1,3,2,2,31322,49
1327,NOLSM182720182,3,1,3,2,2,31322,123
1328,NOLSM185723185,3,1,3,2,2,31322,78
1329,NOLSM4321627432,3,1,3,3,3,31333,152
1330,NOLSM542212,3,1,3,3,3,31333,111
1331,NOLSM14469,3,1,3,3,3,31333,70
1332,NOLSM244101,3,1,3,3,3,31333,97
1333,NOLSM491195,3,1,3,3,3,31333,48
1334,NOLSM6922617,3,1,3,3,3,31333,159
1335,NOLSM183721183,3,1,3,3,3,31333,112
1336,NOLSM6692521669,3,1,3,3,3,31333,114
1337,NOLSM3931515,3,1,3,3,3,31333,88
1338,NOLSM189727189,3,1,3,3,3,31333,187
1339,NOLSM4291624429,3,1,3,3,3,31333,70
1340,NOLSM6752527675,3,1,3,3,3,31333,138
1341,NOLSM19485,3,1,3,3,3,31333,53
1342,NOLSM4421710,3,1,3,3,3,31333,72
1343,NOLSM2941124,3,1,3,3,3,31333,118
1344,NOLSM842325,3,1,3,3,3,31333,57
1345,NOLSM45218,3,1,3,3,3,31333,62
1346,NOLSM5932226,3,1,3,3,3,31333,72
1347,NOLSM7432814,3,1,3,3,3,31333,81
1348,NOLSM6722524672,3,1,3,3,3,31333,42
1349,NOLSM792309,3,1,3,3,3,31333,72
1350,NOLSM93412,3,1,3,3,3,31333,140
1351,NOLSM6412420,3,1,3,3,3,31333,93
1352,NOLSM4261621426,3,1,3,3,3,31333,98
1353,NOLSM186724186,3,1,3,3,3,31333,71
1354,NOLSM3451321,3,1,3,3,3,31333,177
1355,NOLSM7192717,3,2,1,1,1,32111,54
1356,NOLSM568221,3,2,1,1,1,32111,93
1357,NOLSM682267682,3,2,1,1,1,32111,54
1358,NOLSM6202326,3,2,1,1,1,32111,51
1359,NOLSM439177439,3,2,1,1,1,32111,141
1360,NOLSM819319,3,2,1,1,1,32111,15
1361,NOLSM118510,3,2,1,1,1,32111,119
1362,NOLSM3721421,3,2,1,1,1,32111,184
1363,NOLSM7702914,3,2,1,1,1,32111,102
1364,NOLSM21121,3,2,1,1,1,32111,255
1365,NOLSM436174436,3,2,1,1,1,32111,71
1366,NOLSM467188,3,2,1,1,1,32111,9
1367,NOLSM17179,3,2,1,1,1,32111,71
1368,NOLSM3201223,3,2,1,1,1,32111,102
1369,NOLSM70316,3,2,1,1,1,32111,70
1370,NOLSM4201615,3,2,1,1,1,32111,115
1371,NOLSM6692521,3,2,1,1,1,32111,114
1372,NOLSM2691026,3,2,1,1,1,32111,51
1373,NOLSM19687196,3,2,1,1,1,32111,147
1374,NOLSM433171433,3,2,1,1,1,32111,140
1375,NOLSM19384193,3,2,1,1,1,32111,106
1376,NOLSM679264679,3,2,1,1,1,32111,129
1377,NOLSM19081190,3,2,1,1,1,32111,110
1378,NOLSM22094,3,2,1,1,1,32111,163
1379,NOLSM518205,3,2,1,1,1,32111,69
1380,NOLSM676261676,3,2,1,1,1,32111,156
1381,NOLSM677262677,3,2,1,2,2,32122,102
1382,NOLSM683268683,3,2,1,2,2,32122,84
1383,NOLSM680265680,3,2,1,2,2,32122,93
1384,NOLSM434172434,3,2,1,2,2,32122,96
1385,NOLSM19788197,3,2,1,2,2,32122,78
1386,NOLSM19182191,3,2,1,2,2,32122,93
1387,NOLSM440178440,3,2,1,2,2,32122,78
1388,NOLSM19485194,3,2,1,2,2,32122,53
1389,NOLSM437175437,3,2,1,2,2,32122,50
1390,NOLSM6422421,3,2,1,3,3,32133,81
1391,NOLSM19283192,3,2,1,3,3,32133,106
1392,NOLSM678263678,3,2,1,3,3,32133,147
1393,NOLSM19586195,3,2,1,3,3,32133,111
1394,NOLSM3461322,3,2,1,3,3,32133,28
1395,NOLSM19889198,3,2,1,3,3,32133,128
1396,NOLSM7933010,3,2,1,3,3,32133,9
1397,NOLSM5942227,3,2,1,3,3,32133,78
1398,NOLSM7442815,3,2,1,3,3,32133,144
1399,NOLSM46219,3,2,1,3,3,32133,157
1400,NOLSM2951125,3,2,1,3,3,32133,187
1401,NOLSM19586,3,2,1,3,3,32133,111
1402,NOLSM843326,3,2,1,3,3,32133,69
1403,NOLSM543213,3,2,1,3,3,32133,54
1404,NOLSM94413,3,2,1,3,3,32133,56
1405,NOLSM4431711,3,2,1,3,3,32133,113
1406,NOLSM145610,3,2,1,3,3,32133,103
1407,NOLSM681266681,3,2,1,3,3,32133,120
1408,NOLSM245102,3,2,1,3,3,32133,105
1409,NOLSM492196,3,2,1,3,3,32133,57
1410,NOLSM6932618,3,2,1,3,3,32133,126
1411,NOLSM3941516,3,2,1,3,3,32133,55
1412,NOLSM441179441,3,2,1,3,3,32133,205
1413,NOLSM684269684,3,2,1,3,3,32133,30
1414,NOLSM438176438,3,2,1,3,3,32133,103
1415,NOLSM435173435,3,2,1,3,3,32133,54
1416,NOLSM4451713445,3,2,2,1,1,32211,123
1417,NOLSM205816205,3,2,2,1,1,32211,97
1418,NOLSM202813202,3,2,2,1,1,32211,113
1419,NOLSM199810199,3,2,2,1,1,32211,96
1420,NOLSM6912616691,3,2,2,1,1,32211,186
1421,NOLSM4421710442,3,2,2,1,1,32211,72
1422,NOLSM6852610685,3,2,2,1,1,32211,48
1423,NOLSM4481716448,3,2,2,1,1,32211,89
1424,NOLSM6882613688,3,2,2,1,1,32211,240
1425,NOLSM844327,3,2,2,2,2,32222,117
1426,NOLSM544214,3,2,2,2,2,32222,114
1427,NOLSM246103,3,2,2,2,2,32222,164
1428,NOLSM47220,3,2,2,2,2,32222,184
1429,NOLSM6212327,3,2,2,2,2,32222,186
1430,NOLSM95414,3,2,2,2,2,32222,110
1431,NOLSM7943011,3,2,2,2,2,32222,72
1432,NOLSM3211224,3,2,2,2,2,32222,86
1433,NOLSM2701027,3,2,2,2,2,32222,104
1434,NOLSM71317,3,2,2,2,2,32222,95
1435,NOLSM595231,3,2,2,2,2,32222,87
1436,NOLSM22122,3,2,2,2,2,32222,99
1437,NOLSM6432422,3,2,2,2,2,32222,54
1438,NOLSM3731422,3,2,2,2,2,32222,84
1439,NOLSM200811200,3,2,2,2,2,32222,107
1440,NOLSM206817206,3,2,2,2,2,32222,128
1441,NOLSM4491717449,3,2,2,2,2,32222,78
1442,NOLSM4461714446,3,2,2,2,2,32222,77
1443,NOLSM4431711443,3,2,2,2,2,32222,113
1444,NOLSM7452816,3,2,2,2,2,32222,138
1445,NOLSM22195,3,2,2,2,2,32222,167
1446,NOLSM4211616,3,2,2,2,2,32222,118
1447,NOLSM6942619,3,2,2,2,2,32222,150
1448,NOLSM8203110,3,2,2,2,2,32222,9
1449,NOLSM493197,3,2,2,2,2,32222,93
1450,NOLSM172710,3,2,2,2,2,32222,97
1451,NOLSM3471323,3,2,2,2,2,32222,134
1452,NOLSM569222,3,2,2,2,2,32222,102
1453,NOLSM2961126,3,2,2,2,2,32222,117
1454,NOLSM146611,3,2,2,2,2,32222,116
1455,NOLSM468189,3,2,2,2,2,32222,24
1456,NOLSM119511,3,2,2,2,2,32222,235
1457,NOLSM519206,3,2,2,2,2,32222,69
1458,NOLSM6702522,3,2,2,2,2,32222,156
1459,NOLSM6862611686,3,2,2,2,2,32222,15
1460,NOLSM19687,3,2,2,2,2,32222,147
1461,NOLSM6922617692,3,2,2,2,2,32222,159
1462,NOLSM6892614689,3,2,2,2,2,32222,165
1463,NOLSM4441712,3,2,2,2,2,32222,68
1464,NOLSM203814203,3,2,2,2,2,32222,192
1465,NOLSM7202718,3,2,2,2,2,32222,132
1466,NOLSM7712915,3,2,2,2,2,32222,45
1467,NOLSM3951517,3,2,2,2,2,32222,118
1468,NOLSM201812201,3,2,2,3,3,32233,92
1469,NOLSM6902615690,3,2,2,3,3,32233,168
1470,NOLSM6932618693,3,2,2,3,3,32233,126
1471,NOLSM6872612687,3,2,2,3,3,32233,141
1472,NOLSM4441712444,3,2,2,3,3,32233,68
1473,NOLSM4471715447,3,2,2,3,3,32233,42
1474,NOLSM207818207,3,2,2,3,3,32233,88
1475,NOLSM4501718450,3,2,2,3,3,32233,69
1476,NOLSM204815204,3,2,2,3,3,32233,73
1477,NOLSM3961518,3,2,3,1,1,32311,159
1478,NOLSM7953012,3,2,3,1,1,32311,30
1479,NOLSM7462817,3,2,3,1,1,32311,171
1480,NOLSM214825214,3,2,3,1,1,32311,99
1481,NOLSM2971127,3,2,3,1,1,32311,76
1482,NOLSM48221,3,2,3,1,1,32311,128
1483,NOLSM19788,3,2,3,1,1,32311,78
1484,NOLSM4451713,3,2,3,1,1,32311,123
1485,NOLSM845328,3,2,3,1,1,32311,42
1486,NOLSM208819208,3,2,3,1,1,32311,114
1487,NOLSM211822211,3,2,3,1,1,32311,282
1488,NOLSM4541722454,3,2,3,1,1,32311,46
1489,NOLSM596232,3,2,3,1,1,32311,96
1490,NOLSM6442423,3,2,3,1,1,32311,51
1491,NOLSM6972622697,3,2,3,1,1,32311,81
1492,NOLSM7002625700,3,2,3,1,1,32311,150
1493,NOLSM147612,3,2,3,1,1,32311,104
1494,NOLSM494198,3,2,3,1,1,32311,75
1495,NOLSM3481324,3,2,3,1,1,32311,129
1496,NOLSM6952620,3,2,3,1,1,32311,84
1497,NOLSM96415,3,2,3,1,1,32311,115
1498,NOLSM247104,3,2,3,1,1,32311,82
1499,NOLSM4511719451,3,2,3,1,1,32311,122
1500,NOLSM4571725457,3,2,3,1,1,32311,123
1501,NOLSM545215,3,2,3,1,1,32311,117
1502,NOLSM6942619694,3,2,3,1,1,32311,150
1503,NOLSM212823212,3,2,3,2,2,32322,50
1504,NOLSM209820209,3,2,3,2,2,32322,86
1505,NOLSM4521720452,3,2,3,2,2,32322,161
1506,NOLSM215826215,3,2,3,2,2,32322,105
1507,NOLSM4551723455,3,2,3,2,2,32322,89
1508,NOLSM7012626701,3,2,3,2,2,32322,156
1509,NOLSM6982623698,3,2,3,2,2,32322,96
1510,NOLSM4581726458,3,2,3,2,2,32322,77
1511,NOLSM6952620695,3,2,3,2,2,32322,84
1512,NOLSM271111,3,2,3,3,3,32333,221
1513,NOLSM3221225,3,2,3,3,3,32333,136
1514,NOLSM570223,3,2,3,3,3,32333,108
1515,NOLSM622241,3,2,3,3,3,32333,219
1516,NOLSM6712523,3,2,3,3,3,32333,492
1517,NOLSM7022627702,3,2,3,3,3,32333,57
1518,NOLSM120512,3,2,3,3,3,32333,126
1519,NOLSM6962621696,3,2,3,3,3,32333,150
1520,NOLSM23123,3,2,3,3,3,32333,117
1521,NOLSM4591727459,3,2,3,3,3,32333,129
1522,NOLSM4561724456,3,2,3,3,3,32333,121
1523,NOLSM4531721453,3,2,3,3,3,32333,68
1524,NOLSM22296,3,2,3,3,3,32333,183
1525,NOLSM216827216,3,2,3,3,3,32333,81
1526,NOLSM213824213,3,2,3,3,3,32333,82
1527,NOLSM6992624699,3,2,3,3,3,32333,105
1528,NOLSM210821210,3,2,3,3,3,32333,72
1529,NOLSM72318,3,2,3,3,3,32333,142
1530,NOLSM148613,3,3,1,1,1,33111,76
1531,NOLSM6452424,3,3,1,1,1,33111,111
1532,NOLSM495199,3,3,1,1,1,33111,45
1533,NOLSM7963013,3,3,1,1,1,33111,33
1534,NOLSM3491325,3,3,1,1,1,33111,78
1535,NOLSM22397223,3,3,1,1,1,33111,75
1536,NOLSM466187466,3,3,1,1,1,33111,15
1537,NOLSM21791217,3,3,1,1,1,33111,110
1538,NOLSM6962621,3,3,1,1,1,33111,150
1539,NOLSM298121,3,3,1,1,1,33111,68
1540,NOLSM463184463,3,3,1,1,1,33111,15
1541,NOLSM4461714,3,3,1,1,1,33111,77
1542,NOLSM460181460,3,3,1,1,1,33111,48
1543,NOLSM19889,3,3,1,1,1,33111,128
1544,NOLSM22094220,3,3,1,1,1,33111,163
1545,NOLSM703271703,3,3,1,1,1,33111,666
1546,NOLSM7472818,3,3,1,1,1,33111,129
1547,NOLSM546216,3,3,1,1,1,33111,141
1548,NOLSM248105,3,3,1,1,1,33111,24
1549,NOLSM597233,3,3,1,1,1,33111,24
1550,NOLSM3971519,3,3,1,1,1,33111,127
1551,NOLSM706274706,3,3,1,1,1,33111,54
1552,NOLSM97416,3,3,1,1,1,33111,64
1553,NOLSM709277709,3,3,1,1,1,33111,48
1554,NOLSM846329,3,3,1,1,1,33111,84
1555,NOLSM49222,3,3,1,1,1,33111,171
1556,NOLSM464185464,3,3,1,2,2,33122,24
1557,NOLSM21892218,3,3,1,2,2,33122,115
1558,NOLSM704272704,3,3,1,2,2,33122,72
1559,NOLSM461182461,3,3,1,2,2,33122,36
1560,NOLSM707275707,3,3,1,2,2,33122,84
1561,NOLSM22498224,3,3,1,2,2,33122,75
1562,NOLSM467188467,3,3,1,2,2,33122,9
1563,NOLSM710278710,3,3,1,2,2,33122,15
1564,NOLSM22195221,3,3,1,2,2,33122,167
1565,NOLSM7212719,3,3,1,3,3,33133,147
1566,NOLSM3741423,3,3,1,3,3,33133,120
1567,NOLSM465186465,3,3,1,3,3,33133,33
1568,NOLSM711279711,3,3,1,3,3,33133,156
1569,NOLSM708276708,3,3,1,3,3,33133,30
1570,NOLSM468189468,3,3,1,3,3,33133,24
1571,NOLSM705273705,3,3,1,3,3,33133,66
1572,NOLSM462183462,3,3,1,3,3,33133,30
1573,NOLSM8213111,3,3,1,3,3,33133,111
1574,NOLSM4691810,3,3,1,3,3,33133,60
1575,NOLSM520207,3,3,1,3,3,33133,48
1576,NOLSM571224,3,3,1,3,3,33133,99
1577,NOLSM7722916,3,3,1,3,3,33133,78
1578,NOLSM4221617,3,3,1,3,3,33133,79
1579,NOLSM73319,3,3,1,3,3,33133,115
1580,NOLSM22397,3,3,1,3,3,33133,75
1581,NOLSM3231226,3,3,1,3,3,33133,122
1582,NOLSM24124,3,3,1,3,3,33133,130
1583,NOLSM6722524,3,3,1,3,3,33133,42
1584,NOLSM121513,3,3,1,3,3,33133,62
1585,NOLSM623242,3,3,1,3,3,33133,63
1586,NOLSM21993219,3,3,1,3,3,33133,137
1587,NOLSM272112,3,3,1,3,3,33133,84
1588,NOLSM22296222,3,3,1,3,3,33133,183
1589,NOLSM22599225,3,3,1,3,3,33133,106
1590,NOLSM173711,3,3,1,3,3,33133,91
1591,NOLSM229913229,3,3,2,1,1,33211,132
1592,NOLSM232916232,3,3,2,1,1,33211,114
1593,NOLSM7182716718,3,3,2,1,1,33211,51
1594,NOLSM226910226,3,3,2,1,1,33211,96
1595,NOLSM7152713715,3,3,2,1,1,33211,84
1596,NOLSM4691810469,3,3,2,1,1,33211,60
1597,NOLSM7122710712,3,3,2,1,1,33211,93
1598,NOLSM4751816475,3,3,2,1,1,33211,84
1599,NOLSM4721813472,3,3,2,1,1,33211,54
1600,NOLSM7162714716,3,3,2,2,2,33222,57
1601,NOLSM521208,3,3,2,2,2,33222,24
1602,NOLSM572225,3,3,2,2,2,33222,72
1603,NOLSM8473210,3,3,2,2,2,33222,105
1604,NOLSM7132711713,3,3,2,2,2,33222,60
1605,NOLSM50223,3,3,2,2,2,33222,59
1606,NOLSM6462425,3,3,2,2,2,33222,54
1607,NOLSM3241227,3,3,2,2,2,33222,217
1608,NOLSM149614,3,3,2,2,2,33222,82
1609,NOLSM598234,3,3,2,2,2,33222,75
1610,NOLSM547217,3,3,2,2,2,33222,60
1611,NOLSM25125,3,3,2,2,2,33222,70
1612,NOLSM4961910,3,3,2,2,2,33222,96
1613,NOLSM624243,3,3,2,2,2,33222,57
1614,NOLSM6972622,3,3,2,2,2,33222,81
1615,NOLSM7192717719,3,3,2,2,2,33222,54
1616,NOLSM122514,3,3,2,2,2,33222,39
1617,NOLSM3501326,3,3,2,2,2,33222,60
1618,NOLSM273113,3,3,2,2,2,33222,56
1619,NOLSM230914230,3,3,2,2,2,33222,127
1620,NOLSM233917233,3,3,2,2,2,33222,130
1621,NOLSM199810,3,3,2,2,2,33222,96
1622,NOLSM7482819,3,3,2,2,2,33222,87
1623,NOLSM4761817476,3,3,2,2,2,33222,30
1624,NOLSM4701811,3,3,2,2,2,33222,39
1625,NOLSM4471715,3,3,2,2,2,33222,42
1626,NOLSM174712,3,3,2,2,2,33222,92
1627,NOLSM227911227,3,3,2,2,2,33222,94
1628,NOLSM4731814473,3,3,2,2,2,33222,87
1629,NOLSM4231618,3,3,2,2,2,33222,80
1630,NOLSM7732917,3,3,2,2,2,33222,78
1631,NOLSM4701811470,3,3,2,2,2,33222,39
1632,NOLSM3981520,3,3,2,2,2,33222,69
1633,NOLSM7973014,3,3,2,2,2,33222,57
1634,NOLSM7172715717,3,3,2,3,3,33233,54
1635,NOLSM228912228,3,3,2,3,3,33233,193
1636,NOLSM4741815474,3,3,2,3,3,33233,54
1637,NOLSM7142712714,3,3,2,3,3,33233,102
1638,NOLSM4771818477,3,3,2,3,3,33233,48
1639,NOLSM4711812471,3,3,2,3,3,33233,24
1640,NOLSM231915231,3,3,2,3,3,33233,90
1641,NOLSM7202718720,3,3,2,3,3,33233,132
1642,NOLSM234918234,3,3,2,3,3,33233,115
1643,NOLSM522209,3,3,3,1,1,33311,39
1644,NOLSM274114,3,3,3,1,1,33311,37
1645,NOLSM625244,3,3,3,1,1,33311,51
1646,NOLSM235919235,3,3,3,1,1,33311,57
1647,NOLSM238922238,3,3,3,1,1,33311,145
1648,NOLSM26126,3,3,3,1,1,33311,90
1649,NOLSM241925241,3,3,3,1,1,33311,101
1650,NOLSM22498,3,3,3,1,1,33311,75
1651,NOLSM4241619,3,3,3,1,1,33311,202
1652,NOLSM74320,3,3,3,1,1,33311,64
1653,NOLSM7742918,3,3,3,1,1,33311,102
1654,NOLSM573226,3,3,3,1,1,33311,102
1655,NOLSM123515,3,3,3,1,1,33311,98
1656,NOLSM6732525,3,3,3,1,1,33311,84
1657,NOLSM3751424,3,3,3,1,1,33311,215
1658,NOLSM7242722724,3,3,3,1,1,33311,96
1659,NOLSM325131,3,3,3,1,1,33311,141
1660,NOLSM7272725727,3,3,3,1,1,33311,54
1661,NOLSM4711812,3,3,3,1,1,33311,24
1662,NOLSM4781819478,3,3,3,1,1,33311,15
1663,NOLSM175713,3,3,3,1,1,33311,56
1664,NOLSM7212719721,3,3,3,1,1,33311,147
1665,NOLSM7222720,3,3,3,1,1,33311,99
1666,NOLSM4811822481,3,3,3,1,1,33311,21
1667,NOLSM8223112,3,3,3,1,1,33311,129
1668,NOLSM4841825484,3,3,3,1,1,33311,57
1669,NOLSM239923239,3,3,3,2,2,33322,61
1670,NOLSM7222720722,3,3,3,2,2,33322,99
1671,NOLSM236920236,3,3,3,2,2,33322,78
1672,NOLSM4851826485,3,3,3,2,2,33322,12
1673,NOLSM7282726728,3,3,3,2,2,33322,84
1674,NOLSM4821823482,3,3,3,2,2,33322,15
1675,NOLSM7252723725,3,3,3,2,2,33322,81
1676,NOLSM4791820479,3,3,3,2,2,33322,81
1677,NOLSM242926242,3,3,3,2,2,33322,90
1678,NOLSM7232721723,3,3,3,3,3,33333,108
1679,NOLSM3991521,3,3,3,3,3,33333,93
1680,NOLSM51224,3,3,3,3,3,33333,42
1681,NOLSM7262724726,3,3,3,3,3,33333,57
1682,NOLSM249106,3,3,3,3,3,33333,229
1683,NOLSM8483211,3,3,3,3,3,33333,78
1684,NOLSM7983015,3,3,3,3,3,33333,57
1685,NOLSM243927243,3,3,3,3,3,33333,223
1686,NOLSM4481716,3,3,3,3,3,33333,89
1687,NOLSM548218,3,3,3,3,3,33333,120
1688,NOLSM150615,3,3,3,3,3,33333,106
1689,NOLSM7292727729,3,3,3,3,3,33333,30
1690,NOLSM4971911,3,3,3,3,3,33333,207
1691,NOLSM299122,3,3,3,3,3,33333,142
1692,NOLSM6982623,3,3,3,3,3,33333,96
1693,NOLSM7492820,3,3,3,3,3,33333,132
1694,NOLSM599235,3,3,3,3,3,33333,138
1695,NOLSM4801821480,3,3,3,3,3,33333,63
1696,NOLSM4831824483,3,3,3,3,3,33333,45
1697,NOLSM4861827486,3,3,3,3,3,33333,108
1698,NOLSM237921237,3,3,3,3,3,33333,124
1699,NOLSM3511327,3,3,3,3,3,33333,74
1700,NOLSM200811,3,3,3,3,3,33333,107
1701,NOLSM240924240,3,3,3,3,3,33333,68
1702,NOLSM6472426,3,3,3,3,3,33333,51
1703,NOLSM98417,3,3,3,3,3,33333,78
